id	en	ms
707	I spent my summers in a war zone, because my parents were afraid that if we didn't go back to Palestine every single summer, we'd grow up to be Madonna	Saya bercuti di zon perang kerana ibu bapa saya risau jika kami tak balik ke Palestin pada setiap musim panas, akhirnya kami mungkin menjadi seperti Madonna
708	I talk about race and this question of whether we deserve to kill	Saya bercakap tentang perkauman dan persoalan jika kita boleh membunuh
709	It doesn't really matter what the statements are about, what matters is that the candidates are willing and able to stand up to authority	Tidak kisah kenyataan tersebut mengenai apa, apa yang penting adalah calon sanggup dan mampu melawan pihak berkuasa
710	One has a working fluid, water and ammonia, and the other is a condenser	Satu sfera mempunyai cecair, air dan ammonia, dan yang satu lagi ialah kondensernya. Kita panaskan satu bahagian, iaitu bahagian yang panas
711	Laughter) You know, because of that I was in newspapers, in talk shows, in everything	Gelak) Kerana peristiwa itu, saya muncul disurat khabar, program bual bicara, dan banyak lagi
712	The psychologist Shelley Carson has been testing Harvard undergraduates for the quality of their attentional filters	Psikologi Shelley Carson menguji siswazah Harvard untuk kualiti tapisan perhatian mereka
713	The most effective bow for me would be like this	Bagi saya, busur yang paling berkesan adalah seperti ini. Bagi saya, busur yang paling berkesan adalah seperti ini
714	She was the end of every argument in our family	Dialah yang tamatkan setiap pertengkaran dalam keluarga kami
715	I would like to share with you today a project that has changed how I approach and practice architecture: the Fez River Rehabilitation Project	Saya mahu berkongsi dengan anda sebuah projek yang telah mengubah pendekatan saya dalam seni bina. Projek Pemulihan Sungai Fez
716	Applause) When I was growing up, my dad used to love telling the story of his first day in Canada	Tepukan) Semasa saya membesar, bapa saya suka bercerita kisah hari pertama beliau di Kanada
717	So, yes, overconsumption of sugar can have addictive effects on the brain, but a wedge of cake once in a while won't hurt you	Jadi, pengambilan gula yang terlampau tinggi akibatkan otak kita ketagihan, tapi sepotong kek sekali-sekali tidak memudaratkan
718	I couldn't remember the number at work, so I remembered, in my office I had a business card with my number	Saya tidak ingat nombor telefon di tempat kerja, saya teringat, dalam ofis saya ada kad nama yang tertulis nombor telefon saya
719	The question then is, what would that actually mean for the time frame until we get to the milestone I talked about earlier for humans	Maka soalannya adalah, apakah maksud sebenarnya bagi rangka masa sehingga kita sampai ke penanda aras yang saya sebutkan tadi bagi manusia
720	You can see, there still is a little bit of a legibility problem there	Kalian dapat lihat bahawa terdapat sedikit masalah kebolehbacaan disitu
721	And more important, he will let them all recover the gods, the statues, the temple vessels that had been confiscated	Dan lebih penting, dia akan mengembalikan setiap dewa, patung, dan harta kuil dewa, patung, dan harta kuil yang telah dirampas
722	"I said, ""Man, they were small. What am I supposed to do"	"Jawab saya, ""Duit itu kecil. Nak buat macam mana"
723	In order to become one, she had to train as a scribe and study the medical papyri stored at the Per Ankh, the House of Life	Untuk menjadi seorang doktor, dia harus dilatih sebagai seorang penyalin, dan kaji papyri (kertas) perubatan yang disimpan di Per Ankh, sebuah rumah kehidupan
724	It is also less polarizing for consumers and regulators	Polarisasi antara pengguna dengan penggubal undang-undang juga menjadi kurang
725	Well, the University of Delft requires that its PhD students have to submit five statements that they're prepared to defend	Begini, Universiti Delft memerlukan pelajar PhD mereka mengemukakan lima kenyataan yang mereka bersedia pertahankan
726	And I had to put my data away and go find a therapist	Begini: anda tahu siapa diri anda apabila berkata
727	So there was a time when it was your first time ever hitting a string of green lights on the way home from work	Jadi pernah ada ketika apabila ia adalah buat pertama kali anda melihat semua lampu hijau sepanjang jalan pulang dari kerja
728	To grow leather, we begin by taking cells from an animal, through a simple biopsy	Untuk menghasilkan kulit haiwan, kita mulakan dengan mengambil sel-sel haiwan, melalui biopsi yang mudah
729	And a friend of mine, April, who I've had since kindergarten, she thanks her children for doing their chores	Ada seorang kawan saya, April, yang saya kenali sejak tadika beliau mengucapkan terima kasih kepada anak-anaknya kerana membuat kerja rumah
730	Even if you know what your aim is, think of ideas as freely as if you were throwing darts with your eyes closed	Sebenarnya tidak juga. Walaupun anda tahu apa yang anda inginkan, seperti lontar dat bila menutup mata
731	We saw a bus blow up in front of our eyes	Kami nampak sebuah bas meletup di depan kami
732	OK, another risk is, let's imagine, instead, that the first people that you dated in your first 37 percent are just incredibly dull, boring, terrible people	Baiklah, risiko yang kedua, bayangkan, orang pertama yang anda temui dalam 37% yang pertama amat membosankan dan teruk
733	As well as being married -- you are likely to be much happier than if you are single	Begitu juga jika anda telah berkahwin, anda mungkin mampu untuk mempunyai lebih kebahagiaan dalam hidup anda berbanding jika anda bujang
734	And what Brian Eno came to realize was, yes, we need to run the stupid experiments, we need to deal with the awkward strangers, we need to try to read the ugly fonts	Perkara yang Brian Eno sedar adalah, ya, kita perlu jalankan eksperimen bodoh, kita perlu hadapi orang asing yang janggal, kita perlu cuba baca tulisan hodoh
735	We built 50 units to do that as a monitoring test for the durability and moisture and termites, so on	Kami membina 50 unit sebagai ujian pemantauan untuk ketahanan, kelembapan, anai-anai dan sebagainya
736	And evolution -- (Laughter) That goes on longer for some of us than others	Dan evolusi-- (Ketawa) Sesetengah orang ambil masa lama untuk faham
737	I would imagine that you'd have to be pretty aware of your surroundings and appreciating the small wonders that you're starting to see in your new world	Saya dapat bayangkan yang anda harus peka dengan perkara sekeliling. dan hargai perkara-perkara kecil yang anda mula lihat dalam dunia yang baru
738	So bacteria always control pathogenicity with quorum sensing	Bakteria selalu mengawal penyebaran penyakit dengan penderiaan kuorum
739	That would be a world that does sound beautiful, and one where understanding would be the norm, and that is an idea worth spreading	Itu merupakan sebuah dunia yang mempunyai bunyi yang indah, dan sebuah dunia yang menjadikan pemahaman sebagai norma, dan itu satu idea yang wajar disebarkan
740	This led me to develop the Home Page Reader in 1997, first in Japanese and later, translated into 11 languages	"Ini membawa saya kepada pembangunan ""Home Page Reader"" pada tahun 1997, mula-mula dalam bahasa Jepun sebelum ianya diterjemah ke dalam 11 bahasa lain"
741	The state of Israel is setup, and 50 years later, in the late 60s, it's clear that Britain's role as the imperial power is over	Negeri Israel telah ditubuhkan, dan 50 tahun kemudian, pada tahun 60-an, ia jelas bahawa peranan Britain sebagai kuasa empayar telah tamat
742	But I cast my mind back to the things that they've taught me about individuality and communication and love, and I realize that these are things that I wouldn't want to change with normality	Tapi saya mengimbas perkara yang mereka mengajar saya tentang keindividuan, komunikasi dan kasih sayang, dan saya sedar bahawa saya tidak mahu menukarkan semua ini dengan kenormalan
743	Laughter) So it turns out there's a keyboard shortcut that lets you jump directly to the beep like this	Terdapat kekunci pintas yang bawa anda terus ke bunyi bip seperti ini
744	But our inner ear, called the cochlea, is actually filled with saltwater-like fluids	Tetapi telinga dalaman kita, koklea sebenarnya diisi dengan cecair seperti air masin
745	Males are much more likely to die an accidental death in the prime of their life	Bagi lelaki, kebarangkalian mati akibat kemalangan adalah lebih tinggi
746	Where a linear writer needs to deal with time and space, as an interactive writer, I need to deal with time, space and possibilities	Sementara seorang penulis linear perlu bermain dengan masa dan ruang, sebagai penulis interaktif, saya perlu bermain dengan masa, ruang dan kemungkinan
747	Other teams, we give them money to spend on their dodgeball teammates	pula, kami berikan wang untuk dibelanjakan pada ahli pasukan mereka. Pasukan yang menggunakan wang
748	The sketches are in black and white here, but in my mind they have colors	Walaupun dilakarkan dalam hitam dan putih, namun di dalam fikiran saya, ianya berwarna-warni
749	But 18 months later -- this is how innovation happens -- 18 months later, my boss said I could do it on the side, as a sort of a play project, kick the tires of a new computer we'd got	Tapi 18 bulan kemudian - ini adalah bagaimana inovasi berlaku - 18 bulan kemudian, bos saya kata, saya boleh melakukannya sebagai satu bentuk projek bermain-main dengan menggunakan komputer baru kami
750	Much more important, it was the first multicultural, multifaith state on a huge scale	Dan yang lebih penting, ia merupakan negeri pelbagai budaya dan kepercayaan yang pertama ia merupakan negeri pelbagai budaya dan kepercayaan yang pertama pada skala yang besar
751	Now, I cannot deny that there have been some challenging moments in my family, moments where I've wished that they were just like me	Saya tidak menafikan bahawa terdapat saat-saat yang mencabar dalam keluarga saya, saat-saat di mana saya mengharapkan bahawa mereka adalah seperti saya
752	This is a land yacht racing across the desert in Nevada	Ini sebuah perahu layar darat di padang pasir di Nevada
753	The way to break down the silos is to get inter-operability between social networking sites	Cara untuk mengatasinya ialah, wujudkan kebolehkendalian antara laman web rangkaian sosial
754	When you ask people about belonging, they'll tell you their most excruciating experiences of being excluded	Apabila anda tanya tentang kekitaan, mereka cerita tentang pengalaman mereka yang menyakitkan apabila dipinggirkan
755	I was asked to design the building, because the theme of the expo was environmental issues	Saya diminta mereka bentuk bangunannya; ini kerana tema ekspo ialah isu-isu alam sekitar
756	"For example, in Germany, just a couple of weeks ago, the so-called ""State Trojan"" was found, which was a Trojan used by German government officials to investigate their own citizens"	Contohnya, di Jerman, hanya beberapa minggu yang lepas apa yang dipanggil State Trojan telah ditemui. Ia merupakan Trojan yang digunakan oleh pegawai-pegawai kerajaan Jerman untuk menyiasat penduduk mereka sendiri
757	I mean, it's a little bit like wearing stilts on stilts, but I have an entirely new relationship to door jams that I never expected I would ever have	"Bagus kan?"" Maksud saya, ia seperti memakai jangkungan atas jangkungan, tetapi saya ada pengalaman baru dengan ketinggian pintu-pintu yang tidak pernah saya jangkakan"
758	One day, I was changing the shape of a bamboo piece and ended up setting the place on fire	Pada suatu hari, saya mengubah bentuk sebatang buluh sehingga mengakibatkan kebakaran
759	Being the perpetual new face in class, I was frequently the target of bullies	Oleh sebab saya pelajar baru, pembuli selalu menjadikan saya sebagai sasaran
